Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y
Pp Small Walk Nursery 3c,,-24.214950000000002,30.822659999999999,7320251.286088920198381,278874.240466501971241,,-,-,Low,Foot,Secondary,nursery,,2020 - Quarter 2,Prickly pear,Treated,57:31.0,30.822659999999999,-24.214950000000002
Pp Small Walk Nursery 3c,,-24.214950000000002,30.822659999999999,7320251.286088920198381,278874.240466501971241,,-,-,Low,Foot,Secondary,nursery,,2020 - Quarter 2,Prickly pear,Treated,57:31.0,30.822659999999999,-24.214950000000002
Pp Small Walk Nursery 3c,,-24.214950000000002,30.822659999999999,7320251.286088920198381,278874.240466501971241,,-,-,Low,Foot,Secondary,nursery,,2020 - Quarter 2,Prickly pear,Treated,57:31.0,30.822659999999999,-24.214950000000002
Pp Small Walk Nursery 3c,,-24.210918270000001,30.834177390000001,7320716.078328520059586,280037.367022652004380,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/06/29 10:45:42.000,30.834177390000001,-24.210918270000001
Pp Small Walk Nursery 3c,,-24.214896730000000,30.822596279999999,7320257.085881680250168,278867.675103285000660,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/07/01 12:27:00.000,30.822596279999999,-24.214896730000000
Pp Small Walk Nursery 3c,,-24.210803060000000,30.832991530000001,7320726.971111680381000,279916.693749886006117,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/06/29 10:19:33.000,30.832991530000001,-24.210803060000000
Pp Small Walk Nursery 3c,,-24.214947750000000,30.822660979999998,7320251.536875009536743,278874.336138457001653,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/07/01 09:57:31.000,30.822660979999998,-24.214947750000000
Pp Small Walk Nursery 3c,,-24.214947750000000,30.822660979999998,7320251.536875009536743,278874.336138457001653,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/07/01 09:57:31.000,30.822660979999998,-24.214947750000000
Pp Small Walk Nursery 3c,,-24.214947750000000,30.822660979999998,7320251.536875009536743,278874.336138457001653,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/07/01 09:57:31.000,30.822660979999998,-24.214947750000000
Pp Small Walk Nursery 3c,,-24.214947750000000,30.822660979999998,7320251.536875009536743,278874.336138457001653,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/07/01 09:57:31.000,30.822660979999998,-24.214947750000000
Pp Small Walk Nursery 4c,,-24.210803060000000,30.832991530000001,7320726.971111680381000,279916.693749886006117,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/06/29 10:19:33.000,30.832991530000001,-24.210803060000000
Pp Small Walk Nursery 4c,,-24.210803060000000,30.832991530000001,7320726.971111680381000,279916.693749886006117,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/06/29 10:19:33.000,30.832991530000001,-24.210803060000000
Pp Small Walk Nursery 4c,,-24.210803060000000,30.832991530000001,7320726.971111680381000,279916.693749886006117,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/06/29 10:19:33.000,30.832991530000001,-24.210803060000000
Pp Small Walk Nursery 4c,,-24.210803060000000,30.832991530000001,7320726.971111680381000,279916.693749886006117,,-,-,Low,Foot,Secondary,nursery,,,Prickly pear,,2020/06/29 10:19:33.000,30.832991530000001,-24.210803060000000
Pp Small Walk Spray 3c,,-24.201560000000001,30.915920000000000,7321879.018224749714136,288326.238582973019220,,-,MSMA,Low,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,20:36.0,30.915920000000000,-24.201560000000001
Pp Small Walk Spray 3c,,-24.201560000000001,30.915920000000000,7321879.018224749714136,288326.238582973019220,,-,MSMA,Low,Foot,Secondary,,,,Prickly Pear,,2020/06/27 14:20:36.000,30.915920000000000,-24.201560000000001
Pp Small Walk spray 3c,,-24.214900000000000,30.822600000000001,7320256.729555830359459,278868.058668578974903,,-,MSMA,Low,Foot,Secondary,Update - Dead,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,27:00.0,30.822600000000001,-24.214900000000000
Pp Untreated,,-24.217780000000001,30.893270000000001,7320047.861708169803023,286052.159144941018894,,-,-,Med,Car,Primary,untreated,,2020 - Quarter 3,Prickly Pear,,47:09.0,30.893270000000001,-24.217780000000001
Pp Untreated,,-24.217780000000001,30.893270000000001,7320047.861708169803023,286052.159144941018894,,-,-,Low,Car,Primary,,,,Prickly Pear,untreated,2020/09/10 16:47:09.000,30.893270000000001,-24.217780000000001
Pp Untreated Potentially Moth Move Paul Pp Here,,-24.212479999999999,30.860820000000000,7320584.808576719835401,282746.706817778002005,,-,-,High,Car,Primary,removed to nursery,,2020 - Quarter 2,Prickly Pear,,24:53.0,30.860820000000000,-24.212479999999999
Pp Update. 5 C Med Walk Sprayed Before. Mostly Dead. Sprayed Again,,-24.213030000000000,30.893139999999999,7320573.805958920158446,286031.013867674977519,,-,MSMA,Med,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,08:59.0,30.893139999999999,-24.213030000000000
Pp Update. 5 C Med Walk Sprayed Before. Mostly Dead. Sprayed Again,,-24.213030000000000,30.893139999999999,7320573.805958920158446,286031.013867674977519,,-,MSMA,Med,Foot,Secondary,Dying so resprayed,,,Prickly Pear,,2020/07/03 15:08:59.000,30.893139999999999,-24.213030000000000
Pp Update. Large 8c Car. Previously Sprayed. 50% Died. Added Bugs. Update 10 September. Bus Have Spread,,-24.174199999999999,30.865490000000001,7324832.271683050319552,283156.367492116987705,,Cochineal bug,-,High,Car,Primary,dying bugs did take,,,Prickly Pear,bugs have taken,2020/07/30 12:47:29.000,30.865490000000001,-24.174199999999999
Pp Update. Precisely Sprayed. Dying Mostly Dead. Sprayed Again,,-24.176530000000000,30.868160000000000,7324578.321561349555850,283431.629586650000419,,-,MSMA,Med,Car,Primary,Dying so resprayed,,,Prickly Pear,,2020/07/30 12:12:34.000,30.868160000000000,-24.176530000000000
Pp Walk Both Small,,-24.213239999999999,30.852920000000001,7320488.306577930226922,281945.433487485977821,,Cochineal bug,MSMA,Low,Foot,Secondary,,,,Prickly Pear,,2020/05/26 08:21:24.000,30.852920000000001,-24.213239999999999
"Pp Walk Both Small,  follow up 17/03/21 dead",,-24.213239999999999,30.852920000000001,7320488.306577930226922,281945.433487485977821,,Cochineal bug,MSMA,Low,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,21:24.0,30.852920000000001,-24.213239999999999
Pp Walk Bugs Large 10c,,-24.211259999999999,30.899260000000002,7320779.230027739889920,286649.787249399989378,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,27:21.0,30.899260000000002,-24.211259999999999
Pp Walk Bugs Large 10c,,-24.211259999999999,30.899260000000002,7320779.230027739889920,286649.787249399989378,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly Pear,,2020/07/09 14:27:21.000,30.899260000000002,-24.211259999999999
Pp Walk Bugs Large 6c,,-24.210709999999999,30.833960000000001,7320738.805817260406911,280014.923857368004974,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,43:38.0,30.833960000000001,-24.210709999999999
Pp Walk Bugs Large 6c,,-24.210711759999999,30.833963260000001,7320738.615999431349337,280015.258075395016931,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly pear,,2020/06/29 10:43:38.000,30.833963260000001,-24.210711759999999
Pp Walk Bugs Med 5c,,-24.197340000000001,30.874810000000000,7322283.534556009806693,284142.440784308011644,,Cochineal bug,-,Med,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,43:21.0,30.874810000000000,-24.197340000000001
Pp Walk Bugs Med 6c,,-24.198139999999999,30.881969999999999,7322205.966957259923220,284871.253960440983064,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,14:37.0,30.881969999999999,-24.198139999999999
Pp Walk Bugs Med 6c,,-24.198139999999999,30.881969999999999,7322205.966957259923220,284871.253960440983064,,Cochineal bug,-,Med,Foot,Secondary,,,,Prickly Pear,,2020/06/27 10:14:37.000,30.881969999999999,-24.198139999999999
Pp Walk Bugs Med 6c,,-24.214310000000001,30.826049999999999,7320327.545480569824576,279217.527938189974520,,Cochineal bug,,Med,Foot,Secondary,,,,Prickly pear,,2020/08/01 17:48:39.000,30.826049999999999,-24.214310000000001
Pp Walk Car Spray 7c,,-24.209099999999999,30.890509999999999,7321005.087052108719945,285757.259339047013782,,-,MSMA,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,45:44.0,30.890509999999999,-24.209099999999999
Pp Walk Car Spray 7c,,-24.209099999999999,30.890509999999999,7321005.087052108719945,285757.259339047013782,,-,MSMA,High,Foot,Secondary,,,,Prickly Pear,,2020/07/30 15:45:44.000,30.890509999999999,-24.209099999999999
Pp Walk Large 6c Bugs. Pp Small Walk Nursery,,-24.215370000000000,30.822830000000000,7320205.031810450367630,278892.236296612012666,,Cochineal bug,,High,Foot,Secondary,,,,Prickly pear,,2020/08/01 17:50:49.000,30.822830000000000,-24.215370000000000
Pp Walk Large Bugs 11c,,-24.219169999999998,30.904100000000000,7319910.454828689806163,287154.634075082023628,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,25:04.0,30.904100000000000,-24.219169999999998
Pp Walk Large Bugs 11c,,-24.219169999999998,30.904100000000000,7319910.454828689806163,287154.634075082023628,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly Pear,,2020/07/09 15:25:04.000,30.904100000000000,-24.219169999999998
pp walk Large Evidence If Moth. Bugs 7c,,-24.197050000000001,30.874430000000000,7322315.069896399974823,284103.343309327028692,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,48:28.0,30.874430000000000,-24.197050000000001
PP walk Large Evidence If Moth. Bugs 7c,,-24.197050000000001,30.874430000000000,7322315.069896399974823,284103.343309327028692,,Cochineal bug,-,High,Foot,Secondary,evidence of moth,,,Prickly Pear,,2020/07/30 09:48:28.000,30.874430000000000,-24.197050000000001
Pp Walk Med 4c. Didnt Treat See If Bugs Spread,,-24.193040000000000,30.892280000000000,7322786.718738609924912,285910.238306549028493,,-,-,Med,Foot,Secondary,bugs should spread,,2020 - Quarter 3,Prickly Pear,,47:17.0,30.892280000000000,-24.193040000000000
Pp Walk Med 4c. Didnтt Treat See If Bugs Spread,,-24.193040000000000,30.892280000000000,7322786.718738609924912,285910.238306549028493,,-,-,Med,Foot,Secondary,,,,Prickly Pear,See if bugs spread from infected plant nearby,2020/07/09 10:47:17.000,30.892280000000000,-24.193040000000000
Pp Walk Med 5c Bugs,,-24.213930000000001,30.897469999999998,7320480.745912530459464,286472.394141848024447,,Cochineal bug,-,Med,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,42:38.0,30.897469999999998,-24.213930000000001
Pp Walk Med 5c Bugs,,-24.213930000000001,30.897469999999998,7320480.745912530459464,286472.394141848024447,,Cochineal bug,-,Med,Foot,Secondary,,,,Prickly Pear,,2020/07/09 14:42:38.000,30.897469999999998,-24.213930000000001
Pp Walk Med 5c Nursery,,-24.213030000000000,30.893110000000000,7320573.759975220076740,286027.966202861978672,,-,-,Med,Foot,Secondary,Nursery,,2020 - Quarter 3,Prickly Pear,,09:45.0,30.893110000000000,-24.213030000000000
Pp Walk Med 5c Nursery,,-24.196429999999999,30.892379999999999,7322411.372405170463026,285926.062364640005399,,-,-,Med,Foot,Secondary,Nursery,,2020 - Quarter 3,Prickly Pear,,35:36.0,30.892379999999999,-24.196429999999999
Pp Walk Med 5c Nursery,,-24.213030000000000,30.893110000000000,7320573.759975220076740,286027.966202861978672,,-,-,Med,Foot,Secondary,nursery,,,Prickly Pear,,2020/07/03 15:09:45.000,30.893110000000000,-24.213030000000000
Pp Walk Med 5c Nursery,,-24.196429999999999,30.892379999999999,7322411.372405170463026,285926.062364640005399,,-,-,Med,Foot,Secondary,nursery,,,Prickly Pear,,2020/07/09 11:35:36.000,30.892379999999999,-24.196429999999999
Pp West Of Road South Of Drainage Line. Untreated Small,,-24.205089999999998,30.943490000000001,7321529.528633249923587,291133.006373021984473,,-,-,Med,Car,Primary,untreated,,,Prickly Pear,,2020/11/28 11:50:10.000,30.943490000000001,-24.205089999999998
Pp X2 Med Car Bugs 4c,,-24.172039999999999,30.948530000000002,7325197.812084048986435,291591.305138982017525,,Cochineal bug,-,Med,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,42:55.0,30.948530000000002,-24.172039999999999
Pp X7 (Motherload) Med To Large 8c. Largest Already Infected With Bugs. See If Bugs Spread,,-24.175339999999998,30.856739999999999,7324692.396161570213735,282269.118463832011912,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,Motherload. Bugs have taken. See how long to infect entire plant,2020/09/10 11:35:57.000,30.856739999999999,-24.175339999999998
"pp, large leaf, 3clds,  !!spray",,-24.205259999999999,30.836510000000001,7321346.516571129672229,280264.634769195981789,"27 August 2020, revisit bugs have spread 17 March 2021, revisit, no bugs, come back and spray",Cochineal bug,-,Med,Car,Primary,needs chemical control,,2021 - Quarter 1,Prickly pear,Treated,08:39.0,30.836510000000001,-24.205259999999999
"pp, large, 12clds, car,BC",,-24.183109999999999,30.904689999999999,7323905.588481930084527,287154.661382446996868,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,,2020/12/08 13:06:15.000,30.904689999999999,-24.183109999999999
"Pp, large, 7clds,car, bc(looks like it was sprayed)",,-24.184880000000000,30.905819999999999,7323711.253013419918716,287272.419985425018240,,Cochineal bug,MSMA,High,Car,Primary,dying,,,Prickly Pear,,2020/12/08 13:14:07.000,30.905819999999999,-24.184880000000000
"pp, leg,8clds,BC car",,-24.185829999999999,30.906250000000000,7323606.679737510159612,287317.688653966994025,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,,2020/12/08 10:25:42.000,30.906250000000000,-24.185829999999999
"Pp, lrg, 9clds, car, BC",,-24.191240000000001,30.915350000000000,7323021.256950790062547,288251.274096478999127,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,,2020/12/08 11:08:47.000,30.915350000000000,-24.191240000000001
"pp, med, 4 clds, bugs updated 15 March",,-24.175239999999999,30.864020000000000,7324714.792173559777439,283008.744307868997566,,Mealy Bug,-,High,Car,Primary,bugs have taken,,,Queen of the night,,32:54.0,30.864020000000000,-24.175239999999999
"Pp, med, 4clds, car, BC",,-24.185120000000001,30.911799999999999,7323693.759005069732666,287880.447907558991574,,Cochineal bug,-,Med,Car,Primary,,,,Prickly Pear,,2020/12/08 11:32:51.000,30.911799999999999,-24.185120000000001
"Pp, med, 5clds, foot, bc",,-24.191369999999999,30.914850000000001,7323006.099531070329249,288200.686344330024440,,Cochineal bug,-,Med,Foot,Secondary,,,,Prickly Pear,,2020/12/08 11:03:07.000,30.914850000000001,-24.191369999999999
"PP, on Foot, Lrg, Marula site need bugs March",,-24.191340000000000,30.845960000000002,7322903.261327389627695,281200.956913918023929,,-,-,High,walk - marula,Tertiary,untreated,,,Prickly Pear,,2020/10/30 08:27:26.000,30.845960000000002,-24.191340000000000
"pp,3c, walk ,nursery",,-24.206440000000001,30.844909999999999,7321229.002025740221143,281120.068956794973928,,-,,Low,Foot,Secondary,Nursery,,2020 - Quarter 3,Prickly Pear,,31:43.0,30.844909999999999,-24.206440000000001
"Pp,4c,Foot, need respray March",,-24.202520000000000,30.852070000000001,7321674.421515890397131,281840.819460215978324,,-,MSMA,Med,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,56:14.0,30.852070000000001,-24.202520000000000
"Pp,lrg, 7clds, car, BC",,-24.192309999999999,30.915679999999998,7322903.237752299755812,288286.571420158026740,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,,2020/12/08 10:47:11.000,30.915679999999998,-24.192309999999999
"Pp,lrg, Foot, pals, untreated",,-24.172429999999999,30.880590000000002,7325051.667546289972961,284687.866501212993171,,-,-,High,walk - pels,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,18:25.0,30.880590000000002,-24.172429999999999
"Pp,med, 4cls, BC",,-24.192409999999999,30.915820000000000,7322892.373328199610114,288300.961213589995168,,Cochineal bug,-,Med,Car,Primary,,,,Prickly Pear,,2020/12/08 10:48:53.000,30.915820000000000,-24.192409999999999
"Pp,med, 5clds, car,BC",,-24.191500000000001,30.915220000000001,7322992.260835279710591,288238.495026908989530,,Cochineal bug,-,Med,Car,Primary,,,,Prickly Pear,,2020/12/08 11:00:38.000,30.915220000000001,-24.191500000000001
"Pp,med,5clds,car, bc",,-24.185449999999999,30.911700000000000,7323657.054500020109117,287870.832947276998311,,Cochineal bug,-,Med,Car,Primary,,,,Prickly Pear,,2020/12/08 11:28:18.000,30.911700000000000,-24.185449999999999
"pp. no bugs, nursery.",,-24.186640000000001,30.845630000000000,7323423.358828280121088,281159.401356575021055,,-,-,Med,Car,Primary,Needs both treatments,,2019 - Quarter 3,Prickly pear,Untreated,11:21.0,30.845630000000000,-24.186640000000001
Ppmlarge Car Bugs 8c,,-24.188099999999999,30.919560000000001,7323375.434669179841876,288673.854366967978422,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,48:35.0,30.919560000000001,-24.188099999999999
Ppmlarge Car Bugs 8c,,-24.188099999999999,30.919560000000001,7323375.434669179841876,288673.854366967978422,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,,2020/07/15 10:48:35.000,30.919560000000001,-24.188099999999999
Ppx3 Small 2c Nursery,,-24.227580000000000,30.914739999999998,7318995.097193350084126,288249.396297531027813,,-,-,Low,Car,Primary,Nursery,,2020 - Quarter 3,Prickly Pear,,49:05.0,30.914739999999998,-24.227580000000000
"QN, foot, large , 3 stems, cc",,-24.210680000000000,30.821539999999999,7320722.501251709647477,278753.079960580973420,,-,MSMA,Med,Foot,Secondary,,,2020 - Quarter 3,Queen of the night,,37:13.0,30.821539999999999,-24.210680000000000
qom walk spray,,-24.176189999999998,30.860410000000002,7324603.954326660372317,282643.505469051015098,,-,MSMA,High,Foot,Secondary,needs biological control,,2020 - Quarter 1,Queen of the night,,21:46.0,30.860410000000002,-24.176189999999998
Qon,,-24.205670000000001,30.892790000000002,7321388.514565669931471,285983.157014101976529,,-,MSMA,High,Foot,Secondary,needs biological control,,2019 - Quarter 4,Queen of the night,,05:28.0,30.892790000000002,-24.205670000000001
Qon  Walk Spray,,-24.193210000000001,30.855219999999999,7322710.595053370110691,282145.025389663001988,,-,MSMA,Med,Foot,Secondary,needs biological control,,2019 - Quarter 4,Queen of the night,,38:39.0,30.855219999999999,-24.193210000000001
Qon  Walk Spray,,-24.193210000000001,30.855219999999999,7322710.595053370110691,282145.025389663001988,,-,MSMA,Med,Foot,Secondary,needs biological control,,2019 - Quarter 4,Queen of the night,,38:39.0,30.855219999999999,-24.193210000000001
qon akrrady infected with bugs seen from car,,-24.191179999999999,30.826689999999999,7322890.670253380201757,279242.684204037010204,,-,MSMA,High,Car,Primary,bugs have taken,,2019 - Quarter 3,Queen of the night,,13:17.0,30.826689999999999,-24.191179999999999
qon big already infected with bugs,,-24.183800000000002,30.844550000000002,7323736.250998239964247,281044.809703650011215,,-,MSMA,High,Car,Primary,bugs have taken,,2019 - Quarter 3,Queen of the night,,52:30.0,30.844550000000002,-24.183800000000002
qon big car bug,,-24.204670000000000,30.843160000000001,7321422.319317170418799,280939.248002298001666,,-,MSMA,High,Car,Primary,bugs have taken,,2019 - Quarter 3,Queen of the night,,39:32.0,30.843160000000001,-24.204670000000000
qon big car bugs only rain,,-24.204329999999999,30.855560000000001,7321479.377806999720633,282198.477532778983004,,Mealy Bug,-,High,Car,Primary,needs chemical control,,2019 - Quarter 3,Queen of the night,,40:10.0,30.855560000000001,-24.204329999999999
Qon Big Car Spray,,-24.201319999999999,30.861219999999999,7321821.607292089611292,282768.413237005006522,,-,MSMA,High,Car,Primary,needs biological control,,2019 - Quarter 4,Queen of the night,,45:54.0,30.861219999999999,-24.201319999999999
QON BIG CAR SPRAY ALREADY HAS BUGS,,-24.197959999999998,30.865780000000001,7322200.873758048750460,283226.021115011011716,,-,MSMA,High,Car,Primary,bugs have taken,,2019 - Quarter 4,Queen of the night,,23:00.0,30.865780000000001,-24.197959999999998
Qon Big Car Spray X2 Already Has Bugs,,-24.197959999999998,30.865780000000001,7322200.873758048750460,283226.021115011011716,,-,MSMA,High,Car,Primary,bugs have taken,,2019 - Quarter 4,Queen of the night,,23:00.0,30.865780000000001,-24.197959999999998
"qon bug seen fro, car",,-24.193960000000001,30.827059999999999,7322583.314357819966972,279285.067864079028368,,Mealy Bug,MSMA,Med,Car,Primary,,,2019 - Quarter 3,Queen of the night,,53:32.0,30.827059999999999,-24.193960000000001
Qon Bugs And Spray Multiple Sizes. 16 August 2020 Update Spray Killed Part Of Plant. Bugs Have Taken,,-24.211930800000001,30.818927559999999,7320579.806568129919469,278489.835967865015846,,Mealy bug,MSMA,Med,Car,Primary,spray killed part of plant. Bugs have raken,,,Queen of the night,,2020/06/29 11:41:28.000,30.818927559999999,-24.211930800000001
Qon Bugs And Spray Multiple Sizes. 16 August 2020 Update Spray Killed Part Of Plant. Bugs Have Taken,,-24.211930800000001,30.818927559999999,7320579.806568129919469,278489.835967865015846,"follow up 21 April, new bugs placed, plants have shown no effect from bugs or spray",Mealy bug,MSMA,Med,Foot,Secondary,spray killed part of plant. Bugs have raken,,,Queen of the night,,2020/06/29 11:41:28.000,30.818927559999999,-24.211930800000001
Qon Bugs And Spray Multiple Sizes. 16 August 2020 Update Spray Killed Part Of Plant. Bugs Have Taken,,-24.211930800000001,30.818927559999999,7320579.806568129919469,278489.835967865015846,,Mealy bug,MSMA,High,Foot,Secondary,spray killed part of plant. Bugs have raken,,,Queen of the night,,2020/06/29 11:41:28.000,30.818927559999999,-24.211930800000001
Qon Bugs And Spray Multiple Sizes. 16 August 2020 Update Spray Killed Part Of Plant. Bugs Have Taken,,-24.211930800000001,30.818927559999999,7320579.806568129919469,278489.835967865015846,,Mealy bug,MSMA,High,Foot,Secondary,spray killed part of plant. Bugs have raken,,,Queen of the night,,2020/06/29 11:41:28.000,30.818927559999999,-24.211930800000001
Qon Car Just Spray,,-24.176259999999999,30.849550000000001,7324579.271841829642653,281540.034092840971425,,-,MSMA,Med,Car,Primary,needs biological control,,2019 - Quarter 4,Queen of the night,,51:20.0,30.849550000000001,-24.176259999999999
Qon Car Large Both,,-24.192219999999999,30.882580000000001,7322862.648818870075047,284923.294016922998708,,-,MSMA,High,Car,Primary,removed to nursery,,2020 - Quarter 1,Queen of the night,,32:58.0,30.882580000000001,-24.192219999999999
Qon Car Large Looks Already Sprayed. Rejuvenating. Put Bugs On,,-24.212129999999998,30.819160000000000,7320558.109886500984430,278513.794855243992060,"bugs reproduced on 21 April 2021, plant looks previous sprayed",Mealy bug,MSMA,High,Car,Primary,dying needs respray. Added bugs,-,2021 - Quarter 1,Queen of the night,Treated,43:48.0,30.819160000000000,-24.212129999999998
Qon Car Large Looks Already Sprayed. Rejuvenating. Put Bugs On.,,-24.212130070000001,30.819157990000001,7320558.098943370394409,278513.590774772979785,,Mealy bug,MSMA,High,Car,Primary,dying needs respray. Added bugs,-,,Queen of the night,,2020/06/29 11:43:48.000,30.819157990000001,-24.212130070000001
Qon Car Large. Already Infected With Bugs,,-24.180350000000001,30.870909999999999,7324159.446736969985068,283717.524431299010757,,Mealy Bug,-,High,Car,Primary,bugs have taken,,,Queen of the night,,58:00.0,30.870909999999999,-24.180350000000001
Qon Car Large. Already Infected With Bugs,,-24.180350000000001,30.870909999999999,7324159.446736969985068,283717.524431299010757,,Mealy Bug,-,High,Car,Primary,,,,Queen of the night,already infected,2020/07/30 11:58:00.000,30.870909999999999,-24.180350000000001
Qon Car Nursery And Spray,,-24.205649999999999,30.869710000000001,7321355.161487549543381,283638.306135176972020,,-,MSMA,High,Car,Primary,removed to nursery,,2019 - Quarter 4,Queen of the night,,06:14.0,30.869710000000001,-24.205649999999999
qon car soray,,-24.175870000000000,30.860640000000000,7324639.757723869755864,282666.335671540990006,,-,MSMA,Med,Car,Primary,needs biological control,,2020 - Quarter 1,Queen of the night,,20:20.0,30.860640000000000,-24.175870000000000
qon car soray only,,-24.202680000000001,30.875470000000000,7321693.054782460443676,284218.493113111006096,,-,MSMA,Med,Car,Primary,needs biological control,,2020 - Quarter 1,Queen of the night,,40:02.0,30.875470000000000,-24.202680000000001
Qon Car Spray Large,,-24.179780000000001,30.871469999999999,7324223.450735120102763,283773.468047867005225,,-,MSMA,High,Car,Primary,needs biological control,,2020 - Quarter 1,Queen of the night,,58:31.0,30.871469999999999,-24.179780000000001
Qon Car Untreated Needs Bugs,,-24.185490000000001,30.938839999999999,7323693.552984859794378,290628.575817628996447,,-,-,Med,Car,Primary,untreated,,,Queen of the night,,28:43.0,30.938839999999999,-24.185490000000001
Qon Car Untreated Needs Bugs,,-24.185490000000001,30.938839999999999,7323693.552984859794378,290628.575817628996447,,-,-,Med,Car,Primary,,,,Queen of the night,untreated,2020/09/11 09:28:43.000,30.938839999999999,-24.185490000000001
Qon Extra Large Car Spray Needs Bugs,,-24.178960000000000,30.858280000000001,7324293.812759590335190,282431.755424479022622,,-,MSMA,High,Car,Primary,needs biological control,,2019 - Quarter 4,Queen of the night,,22:04.0,30.858280000000001,-24.178960000000000
Qon Foot Marula Untreated,,-24.194870000000002,30.835480000000000,7322495.791907918639481,280142.157802661007736,,-,-,Med,walk - marula,Tertiary,,,,Queen of the night,untreated,2020/11/18 09:13:35.000,30.835480000000000,-24.194870000000002
qon karge car just spray,,-24.189000000000000,30.863969999999998,7323190.546351869590580,283026.950773964985274,,-,MSMA,High,Car,Primary,needs biological control,,2020 - Quarter 1,Queen of the night,,29:10.0,30.863969999999998,-24.189000000000000
Qon Large Already Spray Bugs Car,,-24.198799999999999,30.813130000000001,7322025.103957749903202,277878.070579353021458,,Mealy bug,MSMA,High,Car,Primary,,-,2020 - Quarter 2,Queen of the night,Treated,47:41.0,30.813130000000001,-24.198799999999999
Qon Large Already Spray Bugs Car,,-24.199380000000001,30.813170000000000,7321960.920550989918411,277883.140375435003079,,Mealy bug,MSMA,High,Car,Primary,,-,2020 - Quarter 2,Queen of the night,Treated,49:03.0,30.813170000000000,-24.199380000000001
Qon Large Already Spray Bugs Car,,-24.198799999999999,30.813130000000001,7322025.103957749903202,277878.070579353021458,,Mealy bug,MSMA,High,Car,Primary,,-,2020 - Quarter 2,Queen of the night,,47:41.0,30.813130000000001,-24.198799999999999
Qon Large Already Spray Bugs Car,,-24.198799999999999,30.813130000000001,7322025.103957749903202,277878.070579353021458,,Mealy bug,MSMA,High,Car,Primary,,-,2020 - Quarter 2,Queen of the night,,47:41.0,30.813130000000001,-24.198799999999999
Qon Large Already Spray Bugs Car,,-24.199380000000001,30.813170000000000,7321960.920550989918411,277883.140375435003079,,Mealy bug,MSMA,High,Car,Primary,,-,2020 - Quarter 2,Queen of the night,,49:03.0,30.813170000000000,-24.199380000000001
Qon Large Already Spray Bugs Car,,-24.199380000000001,30.813170000000000,7321960.920550989918411,277883.140375435003079,,Mealy bug,MSMA,High,Car,Primary,,-,2020 - Quarter 2,Queen of the night,,49:03.0,30.813170000000000,-24.199380000000001
Qon large Bugs And Spray,,-24.211929999999999,30.818930000000002,7320579.899056450463831,278490.082470628025476,,Mealy bug,MSMA,High,Car,Primary,,-,2020 - Quarter 2,Queen of the night,Treated,41:28.0,30.818930000000002,-24.211929999999999
