Title,,,,,Date Created,Latitude,Longitude,Northing,Easting,Description,Biocontrol,Camera,Chemical c,Density,Detection method,Detection method description,Done,Done_1,field_2,field_3,Grid,id,layer,Notes,Number of,path,Plot,Point Id,Quarter,Seedling,Sex,Species,Status,timestamp,Tree#,WKT,X,Y,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19211,30.8496,-2776835084,3434161763,revisit 22 March 2021, no plant found,Cochineal bug,,-,Low,Car,Primary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,20:31.0,,,30.8496,-24.19211,,,,,,
Tree 3,,,,,2021-02-23T10:42:48+02:00,-24.19200796,30.82556704,-2776822631,3431486426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grass Site 9,,,,,2021-02-06T09:28:33+02:00,-24.19198,30.96048,-2776819219,3446504868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19194,30.84956,-2776814337,3434157.31,revisit 22 March 2021, no plant found,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,19:44.0,,,30.84956,-24.19194,,,,,,
A3,,,,,,-24.19193,30.83132,-2776813117,3432126843,,,0,,,,,,,,,,,,,,,A,,,0,F,,,,3,,30.83132,-24.19193,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.1919,30.84978,-2776809456,3434181801,,Cochineal bug,,-,High,Car,Primary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,19:06.0,,,30.84978,-24.1919,,,,,,,
Marula Site A,,,,,2021-03-02T13:30:49+02:00,-24.19189754,30.83053629,-2776809155,3432039601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19189,30.84977,-2776808235,3434180687,revisit on 22 March 2021, no plant found,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,Update - Dead,,,,,2019 - Quarter 4,,,Prickly pear,Treated,12:54.0,,,30.84977,-24.19189,,,,,,
Marula Site S,,,,,2021-02-23T11:29:07+02:00,-24.19185556,30.82648876,-2776804033,3431589032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19184,30.82576,-2776802134,3431507907,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,24:06.0,,,30.82576,-24.19184,,,,,,,
A4,,,,,,-24.19184,30.8313,-2776802134,3432124616,,,0,,,,,,,,,,,,,,,A,,,0,F,,,,4,,30.8313,-24.19184,,,,,,,
Fixedpoint 8,,,,,2021-01-13T15:02:41+02:00,-24.19183285,30.82590233,-2776801261,3431523.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marula Site S,,,,,2021-02-23T11:06:35+02:00,-24.19179614,30.82550941,-2776796781,3431480011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs March revisitation bugs have spread,,,,,,-24.19177,30.84833,-2776793591,3434020387,plant dead can't be found,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,04:58.0,,,30.84833,-24.19177,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19174,30.83082,-2776789.93,3432071183,,-,,-,Med,Foot,Secondary,,,,,,,,Needs both treatments,,,,,2019 - Quarter 4,,,Prickly pear,Untreated,15:43.0,,,30.83082,-24.19174,,,,,,,
Pp Car Bugs Med 4c,,,,,,-24.19173,30.8868,-2776788.71,3438302848,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,00:50.0,,,30.8868,-24.19173,,,,,,,
Pp Car Bugs Med 4c,,,,,,-24.19173,30.8868,-2776788.71,3438302848,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,00:50.0,,,30.8868,-24.19173,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19173,30.8868,-2776788.71,3438302848,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,,4 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,00:50.0,,,30.8868,-24.19173,,,,,,,
Marula Site S,,,,,2021-02-23T10:29:36+02:00,-24.19170522,30.82693233,-2776785685,3431638.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.1917,30.84992,-2776785048,3434197385,revisit on 22 March 2021, no plant found,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,21:49.0,,,30.84992,-24.1917,,,,,,
Marula Site C,,,,,2021-02-25T11:30:52+02:00,-24.19168311,30.83736267,-2776782987,3432799.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5,,,,,,-24.19166,30.83128,-2776780167,3432122.39,,,0,,,,,,,,,,,,,,,A,,,0,M,,,,5,,30.83128,-24.19166,,,,,,,
C3,,,,,,-24.1916,30.83726,-2776772845,3432788081,,,0,,,,,,,,,,,,,,,C,,,0,?,,,,3,,30.83726,-24.1916,,,,,,,
C2,,,,,,-24.19159,30.83729,-2776771624,3432791.42,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,2,,30.83729,-24.19159,,,,,,,
Tree 10 +9,,,,,2021-02-23T10:45:18+02:00,-24.19155355,30.82583052,-2776767176,3431515757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marula Site C,,,,,2021-02-25T12:11:07+02:00,-24.19154825,30.83650281,-2776766.53,3432703791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S9,,,,,,-24.19154,30.82581,-2776765523,3431513472,,,0,,,,,,,,,,,,,,,S,,,0,?,,,,9,,30.82581,-24.19154,,,,,,,
A6,,,,,,-24.19153,30.83083,-2776764302,3432072296,,,0,,,,,,,,,,,,,,,A,,,0,F,,,,6,,30.83083,-24.19153,,,,,,,
C5,,,,,,-24.19153,30.83692,-2776764302,3432750232,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,5,,30.83692,-24.19153,,,,,,,
C6,,,,,2021-02-25T12:22:15+02:00,-24.19151711,30.83685258,-2776762729,3432742727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S10,,,,,,-24.19151,30.82581,-2776761862,3431513472,,,0,,,,,,,,,,,,,,,S,,,0,?,,,,10,,30.82581,-24.19151,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.1915,30.85596,-2776760641,3434869755,,-,,MSMA,Med,Car,Primary,,,,,,,,Needs biological control,,,,,2019 - Quarter 4,,,Prickly pear,Treated,18:15.0,,,30.85596,-24.1915,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.1915,30.85596,-2776760641,3434869755,,-,,MSMA,Med,Car,Primary,,,,,,,,Needs biological control,,,,,2019 - Quarter 4,,,Prickly pear,Treated,18:15.0,,,30.85596,-24.1915,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.1915,30.8494,-2776760641,3434139499,22 March 2021, no plant found,Cochineal bug,,-,Low,Car,Primary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,31:10.0,,,30.8494,-24.1915,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.1915,30.85596,-2776760641,3434869755,,-,,MSMA,Med,Car,Primary,,,,,,,,Needs biological control,,,,,2019 - Quarter 4,,,Prickly pear,Treated,18:15.0,,,30.85596,-24.1915,,,,,,,
Pp,med, 5clds, car,BC,,-24.1915,30.91522,-2776760641,3441466548,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,00:38.0,,,,,,30.91522,-24.1915,,,,
C4,,,,,,-24.1915,30.83717,-2776760641,3432778062,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,4,,30.83717,-24.1915,,,,,,,
A7,,,,,,-24.19149,30.83096,-2776759421,3432086768,,,0,,,,,,,,,,,,,,,A,,,0,F?M?,,,,7,,30.83096,-24.19149,,,,,,,
S11,,,,,,-24.19149,30.8259,-2776759421,3431523491,,,0,,,,,,,,,,,,,,,S,,,0,?,,,,11,,30.8259,-24.19149,,,,,,,
,,,,,2021-04-28T13:04:11+02:00,-24.19148771,30.86993619,-2776759142,3436425578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19148,30.85602,-2776758.2,3434876434,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,07:35.0,,,30.85602,-24.19148,,,,,,,
,,,,,,-24.1914,30.83678,-2776748437,3432734647,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,7,,30.83678,-24.1914,,,,,,,
Pp Med Car Bugs 5c. Update 28th August Bugs Havent Taken. Added More. 3 September Update Bugs Have Taken,,,,,,-24.19139,30.94179,-2776747217,3444424307,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,32:47.0,,,30.94179,-24.19139,,,,,,,
Pp Med Car Bugs 5c. Update 28th August Bugs Havenтt Taken. Added More. 3 September Update Bugs Have Taken,,,,,,-24.19139,30.94179,-2776747217,3444424307,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,bugs have taken,32:47.0,,,30.94179,-24.19139,,,,,,,
Tree5,,,,,2021-02-23T10:56:32+02:00,-24.19138618,30.8255351,-2776746.75,3431482871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1,,,,,,-24.19138,30.83747,-2776745997,3432811458,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,1,,30.83747,-24.19138,,,,,,,
Pp, med, 5clds, foot, bc,,-24.19137,30.91485,-2776744776,3441425.36,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,,03:07.0,,,30.91485,-24.19137,,,,,,,
PP, on Foot, Lrg, Marula site need bugs March,,,-24.19134,30.84596,-2776741115,3433756.56,,-,,-,High,walk - marula,Tertiary,,,,,,,,untreated,,,,,,,,Prickly Pear,,27:26.0,,,,,,30.84596,-24.19134,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19133,30.8514,-2776739895,3434362138,,Cochineal bug,,-,Low,Car,Primary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,20:59.0,,,30.8514,-24.19133,,,,,,,
Pp Med 5c Car Nursery,,,,,,-24.1913,30.85138,-2776736234,3434359912,,-,,-,Med,Car,Primary,,,,,,,,Nursery,,,,,2020 - Quarter 3,,,Prickly Pear,,53:39.0,,,30.85138,-24.1913,,,,,,,
Pp Med 5c Car Nursery,,,,,,-24.1913,30.85138,-2776736234,3434359912,,-,,-,Med,Car,Primary,,,,,,,,nursery,,,,,,,,Prickly Pear,,53:39.0,,,30.85138,-24.1913,,,,,,,
,,,,,,-24.19129,30.82556,-2776735013,3431485643,,,0,,,,,,,,,,,,,,,S,,,0,F?,,,,5,,30.82556,-24.19129,,,,,,,
Tree 2,,,,,2021-02-23T10:39:46+02:00,-24.19128817,30.8261484,-2776734.79,3431551143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,,,,,,-24.19128,30.82622,-2776733793,3431559113,,,0,,,,,,,,,,,,,,,S,,,0,?,,,,1,,30.82622,-24.19128,,,,,,,
S3,,,,,,-24.19127,30.82598,-2776732573,3431532397,,,0,,,,,,,,,,,,,,,S,,,0,?,,,,3,,30.82598,-24.19127,,,,,,,
Marula Site S,,,,,2021-02-23T10:57:10+02:00,-24.1912603,30.82549301,-2776731388,3431478185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-24.19125,30.82618,-2776730132,3431554661,,,0,,,,,,,,,,,,,,,S,,,0,F?,,,,2,,30.82618,-24.19125,,,,,,,
Pp, lrg, 9clds, car, BC,,-24.19124,30.91535,-2776728912,3441481.02,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,08:47.0,,,30.91535,,,,-24.19124,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19121,30.85746,-2776725251,3435036734,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,01:33.0,,,30.85746,-24.19121,,,,,,,
A1,,,,,,-24.19121,30.83134,-2776725251,3432129069,,,0,,,,,,,,,,,,,,,A,,,0,F,,,,1,,30.83134,-24.19121,,,,,,,
,,,,,,-24.1912,30.83679,-2776724.03,3432735.76,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,8,,30.83679,-24.1912,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19119,30.84098,-2776722.81,3433202189,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2019 - Quarter 3,,,Prickly pear,Treated,07:10.0,,,30.84098,-24.19119,,,,,,,
qon akrrady infected with bugs seen from car,,,,,,-24.19118,30.82669,-2776721589,3431611434,,-,,MSMA,High,Car,Primary,,,,,,,,bugs have taken,,,,,2019 - Quarter 3,,,Queen of the night,,13:17.0,,,30.82669,-24.19118,,,,,,,
,,,,,,-24.19118,30.83666,-2776721589,3432721289,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,10,,30.83666,-24.19118,,,,,,,
,,,,,,-24.19113,30.83686,-2776715488,3432743553,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,9,,30.83686,-24.19113,,,,,,,
Marula Site A,,,,,2021-03-02T13:38:59+02:00,-24.19112968,30.83066554,-2776715448,3432053989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs March revisitation bugs have spread,,,,,,-24.19111,30.84517,-2776713047,3433668618,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,40:56.0,,,30.84517,-24.19111,,,,,,,
Marula Site A,,,,,2021-03-02T14:04:07+02:00,-24.19110118,30.83137893,-2776711971,3432133403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19108,30845.00,-2776709386,3433649694,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,42:12.0,,,30845,-24.19108,,,,,,,
,,,,,,-24.19108,30.83638,-2776709386,3432690.12,,,0,,,,,,,,,,,,,,,C,,,,M,,,,11,,30.83638,-24.19108,,,,,,,
Pp Already Spray And Bugs. Bugs Didnt Take. Spray Did Some Damage But Rejuvenated. Presence Of Moth,,,,,,-24.19106,30.84515,-2776706945,3433666391,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,21:51.0,,,30.84515,-24.19106,,,,,,,
Pp Already Spray And Bugs. Bugs Didnтt Take. Spray Did Some Damage But Rejuvenated. Presence Of Moth,,,,,,-24.19106,30.84515,-2776706945,3433666391,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,evidence of moth. Needs biocontrol,,,,,,,,Prickly Pear,needs biological control,21:51.0,,,30.84515,-24.19106,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19106,30.84515,-2776706945,3433666391,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,Evidence of cactoblastis moth,,,,,2020 - Quarter 2,,,Prickly pear,Treated,21:51.0,,,30.84515,-24.19106,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19106,30.83121,-2776706945,3432114598,,-,,-,Med,Foot,Secondary,,,,,,,,Needs both treatments,,,,,2019 - Quarter 4,,,Prickly pear,Untreated,39:03.0,,,30.83121,-24.19106,,,,,,,
Pp Large Walk For Marula Project 8c Bugs. Revisit Once A Month,,,,,,-24.19106,30.83114,-2776706945,3432106805,,Cochineal bug,,-,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,27:45.0,,,30.83114,-24.19106,,,,,,,
Pp Large Walk For Marula Project 8c Bugs. Revisit Once A Month. Update 24 September 2020 After Report. Bugs Have Taken,,,,,,-24.19106,30.83114,-2776706945,3432106805,,Cochineal bug,,,High,walk - marula,Tertiary,,,,,,,,,,,,,,,,Prickly Pear,,27:45.0,,,30.83114,-24.19106,,,,,,,
,,,,,,-24.19106,30.83683,-2776706945,3432740213,,,0,,,,,,,,,,,,,,,C,,,0,?,,,,17,,30.83683,-24.19106,,,,,,,
A2,,,,,,-24.19105,30.83105,-2776705725,3432096787,,,0,,,,,,,,,,,,,,,A,,,0,f,,,,2,,30.83105,-24.19105,,,,,,,
Marula Site C,,,,,2021-05-11T10:57:34+02:00,-24.19099925,30.83671037,-2776699531,3432726896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-24.19099812,30.91544128,-2776699393,3441491181,,,,,,,,,,,,,6,J14 points,,,file:///C:/Users/Daikoro/Downloads/J14%20points.csv?type=csv&maxFields=10000&detectTypes=yes&xField=X&yField=Y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no,,,,,,,,,,,30.91544128,-24.19099812,,,,,,,
,,,,,,-24.19097118,30.91347332,-2776696106,3441272109,,,,,,,,,,,,,3,J14 points,,,file:///C:/Users/Daikoro/Downloads/J14%20points.csv?type=csv&maxFields=10000&detectTypes=yes&xField=X&yField=Y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no,,,,,,,,,,,30.91347332,-24.19097118,,,,,,,
,,,,,,-24.19094422,30.91150536,-2776692815,3441053037,,,,,,,,,,,,,2,J14 points,,,file:///C:/Users/Daikoro/Downloads/J14%20points.csv?type=csv&maxFields=10000&detectTypes=yes&xField=X&yField=Y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no,,,,,,,,,,,30.91150536,-24.19094422,,,,,,,
Pp Large Car Untreated. Evidence Of Moth. Revisit For Marula,,,,,,-24.19092,30.83894,-2776689.86,3432975097,,-,,-,High,Car,Primary,,,,,,,,evidence of moth,,,,,,,,Prickly Pear,,11:16.0,,,30.83894,-24.19092,,,,,,,
Pp Large Car Untreated. Evidence Of Moth. Revisit For Marula,,,,,,-24.19092,30.83894,-2776689.86,3432975097,,-,,-,High,walk - marula,Tertiary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,11:16.0,,,30.83894,-24.19092,,,,,,,
,,,,,,-24.19089203,30.90982534,-2776686447,3440866017,,,,,,,,,,,,,6,I14 points,,,file:///C:/Users/Daikoro/Downloads/I14%20points.csv?type=csv&maxFields=10000&detectTypes=yes&xField=X&yField=Y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no,,,,,,,,,,,30.90982534,-24.19089203,,,,,,,
,,,,,,-24.19086502,30.90785739,-2776683151,3440646946,,,,,,,,,,,,,3,I14 points,,,file:///C:/Users/Daikoro/Downloads/I14%20points.csv?type=csv&maxFields=10000&detectTypes=yes&xField=X&yField=Y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no,,,,,,,,,,,30.90785739,-24.19086502,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19086,30.83195,-2776682538,3432196974,,-,,MSMA,Low,Car,Primary,,,,,,,,Update - Dead,2 cladodes,,,,2019 - Quarter 3,,,Prickly pear,Treated,04:48.0,,,30.83195,-24.19086,,,,,,,
,,,,,,-24.19083799,30.90588944,-2776679851,3440427875,,,,,,,,,,,,,2,I14 points,,,file:///C:/Users/Daikoro/Downloads/I14%20points.csv?type=csv&maxFields=10000&detectTypes=yes&xField=X&yField=Y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no,,,,,,,,,,,30.90588944,-24.19083799,,,,,,,
Marula Site C,,,,,2021-02-25T11:16:35+02:00,-24.19082204,30.83742411,-2776677906,3432806.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qon Large Walk For Marula Project Spray. Revisit Once A Month. See How Long It Takes To Die,,,,,,-24.19082,30.83086,-2776677656,3432075636,,-,,MSMA,High,walk - marula,Tertiary,,,,,,,,,,,,,,,,Queen of the night,needs respray,28:26.0,,,30.83086,-24.19082,,,,,,,
Qon Large Walk For Marula Project Spray. Revisit Once A Month. See How Long It Takes To Die spray,,,,,,-24.19082,30.83086,-2776677656,3432075636,,-,,MSMA,High,walk - marula,Tertiary,,,,,,,,,,,,,,,,Queen of the night,,28:26.0,,,30.83086,-24.19082,,,,,,,
,,,,,,-24.19073,30.83708,-2776666673,3432768043,,,0,,,,,,,,,,,,,,,C,,,0,?,,,,16,,30.83708,-24.19073,,,,,,,
,,,,,,-24.19073,30.83691,-2776666673,3432749119,,,0,,,,,,,,,,,,,,,C,,,0,F,,,,15,,30.83691,-24.19073,,,,,,,
,,,,,,-24.19073,30.83664,-2776666673,3432719063,,,0,,,,,,,,,,,,,,,C,,,0,M,,,,13,,30.83664,-24.19073,,,,,,,
Pp Large 10c Bugs Foot,,,,,,-24.19066,30.87424,-2776658131,3436904675,,Cochineal bug,,-,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,,10:27.0,,,30.87424,-24.19066,,,,,,,
Pp, Lrge, Car, 6clad, No Bugs,2021-06-08T14:33:46+02:00,-24.19062308,30.85959298,-2776653625,3435274177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Large Car Bugs 7c,,,,,,-24.19061,30935.00,-2776652029,3443668448,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,44:52.0,,,30935,-24.19061,,,,,,,
Pp Large Car Bugs 7c,,,,,,-24.19061,30935.00,-2776652029,3443668448,,Cochineal bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,44:52.0,,,30935,-24.19061,,,,,,,
Pp Med Foot Nursery 3c,,,,,,-24.19058,30.93507,-2776648368,3443676.24,,-,,-,Med,Foot,Secondary,,,,,,,,Nursery,,,,,2020 - Quarter 3,,,Prickly Pear,,45:52.0,,,30.93507,-24.19058,,,,,,,
Pp Med Foot Nursery 3c,,,,,,-24.19058,30.93507,-2776648368,3443676.24,,-,,-,Med,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly Pear,,45:52.0,,,30.93507,-24.19058,,,,,,,
,,,,,,-24.19058,30.83685,-2776648368,3432742.44,,,0,,,,,,,,,,,,,,,C,,,0,F,,,,14,,30.83685,-24.19058,,,,,,,
Grass Site 29,,,,,2021-02-05T11:35:38+02:00,-24.19053,30.88488,-2776642266,3438089115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19042,30.87455,-2776628842,3436939184,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,18:59.0,,,30.87455,-24.19042,,,,,,,
Sable Road 4,,,,,2021-02-26T14:16:44+02:00,-24.19039,30.88539,-2776625181,3438145888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sable Road 4,,,,,2021-03-26T11:02:33+02:00,-24.19039,30.88539,-2776625181,3438145888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19034,30.86017,-2776619079,3435338.41,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,58:12.0,,,30.86017,-24.19034,,,,,,,
Pp Large Car Bugs 7c,,,,,,-24.19024,30.8743,-2776606876,3436911355,,Cochineal bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,06:55.0,,,30.8743,-24.19024,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19022,30.84797,-2776604435,3433980312,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2019 - Quarter 3,,,Prickly pear,Treated,35:08.0,,,30.84797,-24.19022,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19017,30.84496,-2776598333,3433645241,,-,,-,Med,Car,Primary,,,,,,,,Needs both treatments,,,,,2019 - Quarter 3,,,Prickly pear,Untreated,16:08.0,,,30.84496,-24.19017,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.19016,30.87478,-2776597113,3436964788,,Cochineal bug,,MSMA,Low,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,23:31.0,,,30.87478,-24.19016,,,,,,,
,,,,,,-24.19012346,30.81950539,-2776592654,3430811647,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,30.81950539,-24.19012346,,,,,,,
,,,,,,-24.19012346,30.81950539,-2776592654,3430811647,,,,,,,,,,,,,5,#REF!,,,file:///C:/Users/Daikoro/Downloads/-A14%20points.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.19012346,30.81950539,-2776592654,3430811647,,,,,,,,,,,,,,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.19009528,30.81753756,-2776589215,3430592589,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,30.81753756,-24.19009528,,,,,,,
,,,,,,-24.19009528,30.81753756,-2776589215,3430592589,,,,,,,,,,,,,4,#REF!,,,file:///C:/Users/Daikoro/Downloads/-A14%20points.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.19009528,30.81753756,-2776589215,3430592589,,,,,,,,,,,,,,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
PP large car bugs 4June No bugs have spread,,,,,,-24.19008,30.85943,-2776587.35,3435256034,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,03:15.0,,,30.85943,-24.19008,,,,,,,
,,,,,,-24.19006708,30.81556974,-2776585773,3430373532,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,30.81556974,-24.19006708,,,,,,,
,,,,,,-24.19006708,30.81556974,-2776585773,3430373532,,,,,,,,,,,,,,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.19006708,30.81556974,-2776585773,3430373532,,,,,,,,,,,,,1,#REF!,,,file:///C:/Users/Daikoro/Downloads/-A14%20points.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
Pp Dense Med Car Spray 6c,,,,,,-24.19003,30.88923,-2776581248,3438573355,,-,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,19:36.0,,,30.88923,-24.19003,,,,,,,
Pp Dense Med Car Spray 6c,,,,,,-24.19003,30.88923,-2776581248,3438573355,,-,,MSMA,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,19:36.0,,,30.88923,-24.19003,,,,,,,
